ts,model,custom_id,input_tokens,output_tokens,cache_creation_input_tokens,cache_read_input_tokens
2026-07-12T22:04:06,claude-sonnet-5,ML22038A969,5100,4393,12917,0
2026-07-12T22:04:06,claude-sonnet-5,ML22011A283,2486,4892,12917,0
2026-07-12T22:04:06,claude-sonnet-5,ML21081A290,1797,3657,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22140A128,3440,4274,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23094A112,2030,4007,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25009A027,3203,5106,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24045A179,2615,3539,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23174A067,4074,4926,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25286A003,3757,3460,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25135A102,2341,4029,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24008A240,2792,5023,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20314A143,1766,3732,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23333A143,6172,3739,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML26112A069,3108,3254,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25237A236,4178,5631,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22353A591,1853,3760,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24185A033,2481,5289,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21069A341,2437,5735,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20330A155,2219,3738,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23256A200,2775,3870,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20352A005,3652,3513,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22109A027,4584,6041,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23167A076,2617,5166,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22301A124,1317,4046,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21098A254,366,915,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23157A176,996,2925,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22308A068,2784,3343,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25269A165,1595,4707,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21348A112,1899,2598,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25302A454,2149,3372,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24323A169,1447,3527,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25099A196,2753,4705,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25342A438,2119,4141,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25013A038,1091,2741,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26089A209,1968,2930,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20149K547,3338,3993,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22273A139,1927,5780,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22353A082,2359,2856,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25254A011,3253,4431,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25317A742,3842,4615,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25328A054,4204,5308,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25357A159,1765,3447,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22035A167,984,3536,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20125A102,5764,4475,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22039A333,3144,3624,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25296A468,2528,3783,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24102A124,1860,4391,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22006A109,1293,2822,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20315A447,2752,4246,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23158A170,4480,3547,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20113E977,2998,2335,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21131A168,2627,4459,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24274A331,4867,5091,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23324A275,1239,3097,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21092A022,5722,4735,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24253A265,1730,3941,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20062F391,2910,3895,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21196A485,2668,5035,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25240B635,1364,2973,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25126A035,1758,3522,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25296A231,3764,6833,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23285A094,1881,3439,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22174A429,4886,6362,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24064A190,4718,4697,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24277A774,3800,3826,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22252A138,2010,3496,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24358A097,6406,5164,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20141L763,2648,3698,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26110A137,3199,4454,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24304A856,2382,3697,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25323A433,2560,3954,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23319A429,1617,3583,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21326A008,1909,3890,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23181A173,1709,4430,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23181A088,1746,3415,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20274A206,1072,2642,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21049A109,4924,4125,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24234A140,4062,4177,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23334A152,4644,4291,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21161A329,2878,3935,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20164A134,3213,5432,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22362A013,2947,3831,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23132A132,3313,4110,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24064A252,3868,3458,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20293A439,1919,3946,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23313A196,2601,3094,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25079A251,3905,4784,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20261H588,2889,3794,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22175A161,1117,2940,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24318C508,3608,3211,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24113A201,4759,3891,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22147A131,2994,4717,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23338A183,3251,5213,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22336A125,1400,3216,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24030A968,4625,4472,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23348A260,2576,4204,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24312A174,1845,5044,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22192A036,4978,6046,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20183A159,4384,4623,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22160A397,2241,4487,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24193A211,1080,3026,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23313A162,4086,4793,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22035A033,1687,3304,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22026A530,4190,5214,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24130A268,1635,3555,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23229A121,2649,5287,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22241A113,2109,4704,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23089A356,1926,5467,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23341A206,1758,3284,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25241A295,3146,3649,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22182A500,5437,5556,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22032A112,9076,4961,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21137A329,3047,5916,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22230C934,3287,3892,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24185A160,2024,4300,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23347A120,3029,3641,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23321A224,2044,4357,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22285A000,4874,5455,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23181A085,1827,3910,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26106A327,2976,3685,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25071A010,2774,3187,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20164A226,3169,3703,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20108E838,2841,4312,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24116A317,3296,5405,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24131A023,2664,3514,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25282A052,3784,4000,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24156A040,2214,4131,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22027A731,1629,3931,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22251A354,2461,3845,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23331A300,2772,3435,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23166A081,2061,5272,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23301A009,3858,4245,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24354A312,3214,6154,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23291A358,3705,3203,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21354A405,994,4371,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML26055A051,2368,4068,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20310A328,4131,4439,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21159A106,2341,3688,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24141A032,2326,3653,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24137A008,2421,3467,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23068A470,2752,3400,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24185A269,1493,2897,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20149K600,3135,4044,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23012A325,4112,4114,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML26140A011,3128,4637,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23353A109,437,1474,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23333A215,1398,3080,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24296B226,7211,4007,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24107B099,3618,5350,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML26127A309,1980,3283,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23347A130,1145,2577,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22258A065,3963,3199,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25353A533,2004,4420,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23053A083,2794,5164,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24185A259,3812,4523,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21251A585,2843,3774,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22189A029,3387,4349,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24095A326,2921,4640,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21361A084,3221,3453,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25317A743,2541,4610,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26110A379,3834,5051,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23018A201,2475,3745,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24060A311,4187,5058,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25169A246,2331,3796,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22353A290,2254,3561,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20147A243,1703,2698,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26127A317,2210,4051,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22062B665,4470,4277,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25230A099,1110,3598,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23201A109,3223,4520,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21041A348,2081,3336,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24354A337,2839,4640,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25300A115,3247,4563,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21154A110,2600,3624,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24204A192,2177,3598,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24249A175,2638,4897,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24283A102,2464,3715,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML26029A457,3984,5032,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22362A015,2682,4423,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25321A460,2108,3665,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23104A162,2372,4711,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21138A819,2887,3445,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20170B056,3717,4255,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21014A446,3452,4188,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24324A187,1144,2544,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25182A055,2651,4782,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24338A212,2247,3608,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML26033A500,3229,3679,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25024A089,3254,5296,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21252A756,2920,3979,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23193A364,2574,4659,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25351A282,3139,3496,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20240A330,1230,2903,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23047A547,2181,3918,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25143A135,2264,3304,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24115A165,2879,2914,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22038A970,4102,4623,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22039A022,2362,3952,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25210A397,1380,3269,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22353A631,5291,3542,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24029A241,4127,3247,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22244A134,3933,4487,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20255A153,4352,4344,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23158A263,3093,3704,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20304A152,2455,2982,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24012A145,1673,3258,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20254A015,3199,4844,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24235A178,8793,8192,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22263A429,3260,4609,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23251A149,3777,4233,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23011A111,2980,4529,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22243A193,2737,5166,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20188A010,2453,3512,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21172A009,1956,3387,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23199A216,2145,3283,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21182A044,2877,5019,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25315A010,1229,3183,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21319A348,2108,3826,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24179A341,3953,6543,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20310A258,1619,5175,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22304A228,1883,3969,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25226A116,2579,3909,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25099A035,1170,2801,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25092A162,2247,4088,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26111A387,3349,4154,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24067A253,2923,4367,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25343A343,5043,4300,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25142A400,3000,3625,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21235A012,2801,4048,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24162A324,2215,3119,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25346A200,1406,4141,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21041A178,3205,3321,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25149A137,2438,5450,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24162A104,2370,3894,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23208A287,2286,4077,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23216A176,4291,6586,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24108A143,1822,3500,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24192A173,1988,3442,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25293A447,1783,4155,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23200A238,5726,4130,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24288A015,3188,4087,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25317A674,1542,4620,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20122A056,3052,3884,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25275A002,3024,3946,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23135A768,1766,5194,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23342A068,2677,3191,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24110A087,1602,3924,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21026A253,1964,3259,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24131A015,2397,3292,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20070H633,3396,4253,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20091L895,2939,5025,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22182A501,4406,4511,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20297A536,2724,3909,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24256A172,2202,4626,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25160A203,2416,5065,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20304A209,4288,5543,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20262G938,3652,4683,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22228A152,5744,4105,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24222A467,1543,2957,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25149A021,3012,4822,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25251A231,1971,4455,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26080A001,1982,4695,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21064A218,3146,4055,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23146A191,1342,3596,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21274A738,1597,4005,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22138A355,3097,4253,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23354A067,1699,2616,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21336A205,2298,4134,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25051A147,4301,5846,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22063A703,2547,3750,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23194A172,4709,4543,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26062A865,1631,4473,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25259A219,1626,3310,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25107A275,1703,4413,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25182A246,5450,4087,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23271A026,3701,3820,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26071A052,2484,4558,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20330A317,1704,3201,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21202A441,4690,3595,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23311A061,2307,3298,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21350A186,3718,3599,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22349A700,1871,4412,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25163A305,4139,4117,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22094A155,2439,4886,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26119A030,3382,4477,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML22257A207,3443,5148,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24137A335,2668,5704,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22154A554,3497,4625,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23227A037,2648,5109,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22202A055,2610,3846,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML24234A332,2511,4151,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21193A078,3108,4868,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21216A344,3116,4622,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23243B033,3252,3449,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23117A063,3592,4096,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23165A158,1230,3335,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20259A183,1744,2887,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20140A093,3607,4587,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24344A257,5792,6771,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21207A238,3692,4699,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22111A361,3821,4194,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21337A224,1885,3527,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20132A108,2314,3232,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24078A343,1519,3317,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML26027A361,2289,4236,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23258A067,3005,5175,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21232A618,4085,3495,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22026A288,3084,5044,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22133A248,3126,3556,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20265A162,1920,3163,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML26124A222,2498,4504,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23180A170,3060,4490,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23010A180,3675,4946,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21235A413,4285,4647,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23226A139,3825,4840,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24117A127,2546,4622,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML20310A151,4109,4370,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25216A111,1394,3171,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21226A001,1946,3503,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML26015A092,452,1569,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20274A324,2432,4916,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML24044A167,998,2389,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML23121A120,2482,3382,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21063A250,3508,4766,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML21308A491,1393,3567,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25281A104,1700,3698,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML22096A333,4289,4686,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML20293A475,1420,3702,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML25157A104,3974,4426,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML25252A080,3739,3605,0,12917
2026-07-12T22:04:07,claude-sonnet-5,ML23319A436,2465,4079,12917,0
2026-07-12T22:04:07,claude-sonnet-5,ML21231A138,2166,3667,12917,0
